extraction_ID,collection_year,project,sample_type,extraction_plate,extraction_well,sample_ID,sample_replicate,sample_ID_date,seq_date,amplicon,pcr_personnel,pcr_mastermix,amplicon_pcr_dilutution,normalization,bead_size_selection
e03462,2023,NBS,sample,33_2024,B4,e03462_E,E,e03462_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03463,2023,NBS,sample,33_2024,C4,e03463_E,E,e03463_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03464,2023,NBS,sample,33_2024,D4,e03464_E,E,e03464_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03465,2023,NBS,sample,33_2024,E4,e03465_E,E,e03465_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_3,2023,NBS,pcr_blank,33_2024,F4,NC_3_E,E,NC_3_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03467,2023,NBS,sample,33_2024,G4,e03467_E,E,e03467_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03468,2023,NBS,sample,33_2024,H4,e03468_E,E,e03468_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03469,2023,NBS,sample,33_2024,A5,e03469_E,E,e03469_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03470,2023,NBS,sample,33_2024,B5,e03470_E,E,e03470_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03471,2023,NBS,sample,33_2024,C5,e03471_E,E,e03471_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_4,2023,NBS,pcr_blank,33_2024,D5,NC_4_E,E,NC_4_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03472,2023,NBS,sample,33_2024,E5,e03472_E,E,e03472_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03473,2023,NBS,sample,33_2024,F5,e03473_E,E,e03473_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03474,2023,NBS,sample,33_2024,G5,e03474_E,E,e03474_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03475,2023,NBS,sample,33_2024,H5,e03475_E,E,e03475_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03476,2023,NBS,field_blank,33_2024,A6,e03476_E,E,e03476_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03477,2023,NBS,sample,33_2024,B6,e03477_E,E,e03477_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03478,2023,NBS,sample,33_2024,C6,e03478_E,E,e03478_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03479,2023,NBS,sample,33_2024,D6,e03479_E,E,e03479_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03480,2023,NBS,sample,33_2024,E6,e03480_E,E,e03480_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03481,2023,NBS,sample,33_2024,F6,e03481_E,E,e03481_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03482,2023,NBS,sample,33_2024,G6,e03482_E,E,e03482_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03483,2023,NBS,field_blank,33_2024,H6,e03483_E,E,e03483_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_5,2023,NBS,pcr_blank,33_2024,A7,NC_5_E,E,NC_5_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03484,2023,NBS,sample,33_2024,B7,e03484_E,E,e03484_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03485,2023,NBS,sample,33_2024,C7,e03485_E,E,e03485_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03486,2023,NBS,sample,33_2024,D7,e03486_E,E,e03486_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03487,2023,NBS,sample,33_2024,E7,e03487_E,E,e03487_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03488,2023,NBS,sample,33_2024,F7,e03488_E,E,e03488_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03489,2023,NBS,sample,33_2024,G7,e03489_E,E,e03489_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03490,2023,NBS,sample,33_2024,H7,e03490_E,E,e03490_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03491,2023,NBS,sample,33_2024,A8,e03491_E,E,e03491_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03492,2023,NBS,sample,33_2024,B8,e03492_E,E,e03492_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03493,2023,NBS,field_blank,33_2024,C8,e03493_E,E,e03493_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03494,2023,NBS,sample,33_2024,D8,e03494_E,E,e03494_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03495,2023,NBS,sample,33_2024,E8,e03495_E,E,e03495_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03496,2023,NBS,sample,33_2024,F8,e03496_E,E,e03496_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03497,2023,NBS,sample,33_2024,G8,e03497_E,E,e03497_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_6,2023,NBS,pcr_blank,33_2024,H8,NC_6_E,E,NC_6_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03498,2023,NBS,sample,33_2024,A9,e03498_E,E,e03498_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03499,2023,NBS,sample,33_2024,B9,e03499_E,E,e03499_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03500,2023,NBS,field_blank,33_2024,C9,e03500_E,E,e03500_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03501,2023,NBS,sample,33_2024,D9,e03501_E,E,e03501_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03502,2023,NBS,sample,33_2024,E9,e03502_E,E,e03502_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03503,2023,NBS,sample,33_2024,F9,e03503_E,E,e03503_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03504,2023,NBS,sample,33_2024,G9,e03504_E,E,e03504_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03505,2023,NBS,sample,33_2024,H9,e03505_E,E,e03505_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03506,2023,NBS,sample,33_2024,A10,e03506_E,E,e03506_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03507,2023,NBS,sample,33_2024,B10,e03507_E,E,e03507_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03508,2023,NBS,sample,33_2024,C10,e03508_E,E,e03508_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_7,2023,NBS,pcr_blank,33_2024,D10,NC_7_E,E,NC_7_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03509,2023,NBS,sample,33_2024,E10,e03509_E,E,e03509_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03510,2023,NBS,field_blank,33_2024,F10,e03510_E,E,e03510_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03511,2023,NBS,sample,33_2024,G10,e03511_E,E,e03511_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03512,2023,NBS,sample,33_2024,H10,e03512_E,E,e03512_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03513,2023,NBS,sample,33_2024,A11,e03513_E,E,e03513_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03466,2023,NBS,field_blank,33_2024,B11,e03466_E,E,e03466_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
PC,2023,NBS,positive,33_2024,C11,PC_E,E,PC_E_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e03439,2023,NBS,sample,33_2024,A1,e03439_F,F,e03439_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03440,2023,NBS,sample,33_2024,B1,e03440_F,F,e03440_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03441,2023,NBS,sample,33_2024,C1,e03441_F,F,e03441_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03442,2023,NBS,sample,33_2024,D1,e03442_F,F,e03442_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03443,2023,NBS,sample,33_2024,E1,e03443_F,F,e03443_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03444,2023,NBS,sample,33_2024,F1,e03444_F,F,e03444_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03445,2023,NBS,sample,33_2024,G1,e03445_F,F,e03445_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03446,2023,NBS,sample,33_2024,H1,e03446_F,F,e03446_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_1,2023,NBS,pcr_blank,33_2024,A2,NC_1_F,F,NC_1_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03447,2023,NBS,sample,33_2024,B2,e03447_F,F,e03447_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03448,2023,NBS,sample,33_2024,C2,e03448_F,F,e03448_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03449,2023,NBS,field_blank,33_2024,D2,e03449_F,F,e03449_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03450,2023,NBS,sample,33_2024,E2,e03450_F,F,e03450_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03451,2023,NBS,sample,33_2024,F2,e03451_F,F,e03451_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03452,2023,NBS,sample,33_2024,G2,e03452_F,F,e03452_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03453,2023,NBS,sample,33_2024,H2,e03453_F,F,e03453_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03454,2023,NBS,sample,33_2024,A3,e03454_F,F,e03454_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03455,2023,NBS,sample,33_2024,B3,e03455_F,F,e03455_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03456,2023,NBS,sample,33_2024,C3,e03456_F,F,e03456_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03457,2023,NBS,sample,33_2024,D3,e03457_F,F,e03457_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03458,2023,NBS,sample,33_2024,E3,e03458_F,F,e03458_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03459,2023,NBS,field_blank,33_2024,F3,e03459_F,F,e03459_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03460,2023,NBS,sample,33_2024,G3,e03460_F,F,e03460_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_2,2023,NBS,pcr_blank,33_2024,H3,NC_2_F,F,NC_2_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03461,2023,NBS,sample,33_2024,A4,e03461_F,F,e03461_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03462,2023,NBS,sample,33_2024,B4,e03462_F,F,e03462_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03463,2023,NBS,sample,33_2024,C4,e03463_F,F,e03463_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03464,2023,NBS,sample,33_2024,D4,e03464_F,F,e03464_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03465,2023,NBS,sample,33_2024,E4,e03465_F,F,e03465_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_3,2023,NBS,pcr_blank,33_2024,F4,NC_3_F,F,NC_3_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03467,2023,NBS,sample,33_2024,G4,e03467_F,F,e03467_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03468,2023,NBS,sample,33_2024,H4,e03468_F,F,e03468_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03469,2023,NBS,sample,33_2024,A5,e03469_F,F,e03469_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03470,2023,NBS,sample,33_2024,B5,e03470_F,F,e03470_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03471,2023,NBS,sample,33_2024,C5,e03471_F,F,e03471_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_4,2023,NBS,pcr_blank,33_2024,D5,NC_4_F,F,NC_4_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03472,2023,NBS,sample,33_2024,E5,e03472_F,F,e03472_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03473,2023,NBS,sample,33_2024,F5,e03473_F,F,e03473_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03474,2023,NBS,sample,33_2024,G5,e03474_F,F,e03474_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03475,2023,NBS,sample,33_2024,H5,e03475_F,F,e03475_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03476,2023,NBS,field_blank,33_2024,A6,e03476_F,F,e03476_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03477,2023,NBS,sample,33_2024,B6,e03477_F,F,e03477_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03478,2023,NBS,sample,33_2024,C6,e03478_F,F,e03478_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03479,2023,NBS,sample,33_2024,D6,e03479_F,F,e03479_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03480,2023,NBS,sample,33_2024,E6,e03480_F,F,e03480_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03481,2023,NBS,sample,33_2024,F6,e03481_F,F,e03481_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03482,2023,NBS,sample,33_2024,G6,e03482_F,F,e03482_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03483,2023,NBS,field_blank,33_2024,H6,e03483_F,F,e03483_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_5,2023,NBS,pcr_blank,33_2024,A7,NC_5_F,F,NC_5_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03484,2023,NBS,sample,33_2024,B7,e03484_F,F,e03484_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03485,2023,NBS,sample,33_2024,C7,e03485_F,F,e03485_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03486,2023,NBS,sample,33_2024,D7,e03486_F,F,e03486_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03487,2023,NBS,sample,33_2024,E7,e03487_F,F,e03487_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03488,2023,NBS,sample,33_2024,F7,e03488_F,F,e03488_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03489,2023,NBS,sample,33_2024,G7,e03489_F,F,e03489_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03490,2023,NBS,sample,33_2024,H7,e03490_F,F,e03490_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03491,2023,NBS,sample,33_2024,A8,e03491_F,F,e03491_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03492,2023,NBS,sample,33_2024,B8,e03492_F,F,e03492_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03493,2023,NBS,field_blank,33_2024,C8,e03493_F,F,e03493_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03494,2023,NBS,sample,33_2024,D8,e03494_F,F,e03494_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03495,2023,NBS,sample,33_2024,E8,e03495_F,F,e03495_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03496,2023,NBS,sample,33_2024,F8,e03496_F,F,e03496_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03497,2023,NBS,sample,33_2024,G8,e03497_F,F,e03497_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_6,2023,NBS,pcr_blank,33_2024,H8,NC_6_F,F,NC_6_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03498,2023,NBS,sample,33_2024,A9,e03498_F,F,e03498_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03499,2023,NBS,sample,33_2024,B9,e03499_F,F,e03499_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03500,2023,NBS,field_blank,33_2024,C9,e03500_F,F,e03500_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03501,2023,NBS,sample,33_2024,D9,e03501_F,F,e03501_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03502,2023,NBS,sample,33_2024,E9,e03502_F,F,e03502_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03503,2023,NBS,sample,33_2024,F9,e03503_F,F,e03503_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03504,2023,NBS,sample,33_2024,G9,e03504_F,F,e03504_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03505,2023,NBS,sample,33_2024,H9,e03505_F,F,e03505_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03506,2023,NBS,sample,33_2024,A10,e03506_F,F,e03506_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03507,2023,NBS,sample,33_2024,B10,e03507_F,F,e03507_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03508,2023,NBS,sample,33_2024,C10,e03508_F,F,e03508_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
NC_7,2023,NBS,pcr_blank,33_2024,D10,NC_7_F,F,NC_7_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03509,2023,NBS,sample,33_2024,E10,e03509_F,F,e03509_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03510,2023,NBS,field_blank,33_2024,F10,e03510_F,F,e03510_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03511,2023,NBS,sample,33_2024,G10,e03511_F,F,e03511_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03512,2023,NBS,sample,33_2024,H10,e03512_F,F,e03512_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03513,2023,NBS,sample,33_2024,A11,e03513_F,F,e03513_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
e03466,2023,NBS,field_blank,33_2024,B11,e03466_F,F,e03466_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,no,yes,1st: 1.8x left
PC,2023,NBS,positive,33_2024,C11,PC_F,F,PC_F_20240509,20240509,12S MiFish,Julianna Cornett,Qiagen Multiplex Plus,yes,yes,1st: 1.8x left
e01917,2022,SBS,sample,17_2023,A01,e01917_A,A,e01917_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01918,2022,SBS,sample,17_2023,B01,e01918_A,A,e01918_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01919,2022,SBS,sample,17_2023,C01,e01919_A,A,e01919_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01920,2022,SBS,sample,17_2023,D01,e01920_A,A,e01920_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01921,2022,SBS,sample,17_2023,E01,e01921_A,A,e01921_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01922,2022,SBS,sample,17_2023,F01,e01922_A,A,e01922_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01923,2022,SBS,sample,17_2023,G01,e01923_A,A,e01923_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01924,2022,SBS,sample,17_2023,H01,e01924_A,A,e01924_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01925,2022,SBS,extraction_blank,17_2023,A02,e01925_A,A,e01925_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01926,2022,SBS,sample,17_2023,B02,e01926_A,A,e01926_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01927,2022,SBS,sample,17_2023,C02,e01927_A,A,e01927_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
e01928,2022,SBS,sample,17_2023,D02,e01928_A,A,e01928_A_20240611,20240611,12S MiFish,Kim Ledger,NEB Phusion,yes,no,1st: 0.75x right and 0.85x left; 2nd:  0.75x right
