AlternateID,CommonName,Phylum,Class,Order,Family,Genus,SpeciesName,Collector,CollectionDate,collection_year,CruiseID,Event ID,Haul,Station,Equipment_Gear,Locality,StartLatitude_N,StartLongitude_W
2017_1473,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1474,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1475,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1476,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1477,Saffron cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Eleginus,gracilis,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1478,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1479,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1480,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1481,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1484,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1485,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1486,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1487,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1488,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1489,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1490,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1491,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1493,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1495,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1496,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1497,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1498,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1499,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,,411,,,Surface trawl,Chukchi Sea,71.5047,-166.3122
2017_1501,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1502,UNK,Chordata,Actinopterygii,Gadiformes,Gadidae,UNK,UNK,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1503,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1504,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1505,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1506,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1507,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1508,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1509,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_151,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug.15, 2017",2017,,124,,,Surface trawl,Chukchi Sea,71.5879,-153.9752
2017_1510,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1511,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1512,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1513,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1514,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1515,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 30, 2017",2017,,302,,,Surface trawl,Chukchi Sea,72.5133,-160.2532
2017_1518,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 31, 2017",2017,,312,,,Surface trawl,Chukchi Sea,72.5169,-157.2401
2017_1519,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 31, 2017",2017,,312,,,Surface trawl,Chukchi Sea,72.5169,-157.2401
2017_152,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug.15, 2017",2017,,124,,,Surface trawl,Chukchi Sea,71.5879,-153.9752
2017_152_01,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_02,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_03,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_04,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_05,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_06,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_07,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_08,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_09,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_10,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_11,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_12,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_13,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_14,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_15,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_16,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_17,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_18,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_19,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_20,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_21,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_22,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_23,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_24,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_25,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_26,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_27,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_28,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_152_29,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 19, 2017",2017,,152,,,Surface trawl,Chukchi Sea,70.57,-161.20
2017_1520,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug. 31, 2017",2017,,312,,,Surface trawl,Chukchi Sea,72.5169,-157.2401
2017_1529,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,353,,,Surface trawl,Chukchi Sea,71.9857,-162.0132
2017_1530,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,353,,,Surface trawl,Chukchi Sea,71.9857,-162.0132
2017_154,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Aug.15, 2017",2017,,124,,,Surface trawl,Chukchi Sea,71.5879,-153.9752
2017_1541,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1543,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1544,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1545,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1546,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1547,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1548,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1549,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1552,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1553,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1554,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1555,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1556,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1557,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1558,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1561,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1563,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1564,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1565,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1566,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1567,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1568,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1569,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1570,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1571,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1572,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1573,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1574,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1575,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1576,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1577,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1578,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1579,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1580,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1581,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_1582,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 2, 2017",2017,,355,,,Surface trawl,Chukchi Sea,72.0134,-162.7969
2017_161,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 15, 2017",2017,,124,,,Surface trawl,Chukchi Sea,71.5879,-153.9752
2017_1619,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 3, 2017",2017,,366,,,Surface trawl,Chukchi Sea,72.0004,-164.3182
2017_162,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 15, 2017",2017,,124,,,Surface trawl,Chukchi Sea,71.5879,-153.9752
2017_1620,Walleye pollock,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,"Kris Cieciel, Ed Farley, NOAA","Sept. 3, 2017",2017,,366,,,Surface trawl,Chukchi Sea,72.0004,-164.3182
2017_1621,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 3, 2017",2017,,366,,,Surface trawl,Chukchi Sea,72.0004,-164.3182
2017_1624,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 3, 2017",2017,,366,,,Surface trawl,Chukchi Sea,72.0004,-164.3182
2017_1625,Arctic cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,"Kris Cieciel, Ed Farley, NOAA","Sept. 3, 2017",2017,,366,,,Surface trawl,Chukchi Sea,72.0004,-164.3182
