extraction_ID,Sample_Name,Collection_Date_local,Collection_Time_local,Cast_No.,Rosette_position,Station,Depth_m,Lat_dec,Lon_dec,temperature_ch1,temperature_ch2,salinity_ch1,salinity_ch2
E1130.SKQ2021,E1130.SKQ2021,11/15/2021,3:54,28,3,DBO1.10,45.053,63.60466667,-172.593,0.7493,0.7481,32.7157,32.7113
E1131.SKQ2021,E1131.SKQ2021,11/15/2021,3:54,28,9,DBO1.10,30.148,63.60466667,-172.593,0.684,0.6838,32.0244,32.0212
E1132.SKQ2021,E1132.SKQ2021,11/15/2021,3:54,28,15,DBO1.10,10.279,63.60466667,-172.593,0.6483,0.6458,31.8573,31.8551
E1133.SKQ2021,E1133.SKQ2021,11/15/2021,12:20,29,3,DBO2.1,42.7,64.67016667,-169.9203333,0.1656,0.1641,32.1774,32.1703
E1134.SKQ2021,E1134.SKQ2021,11/15/2021,12:20,29,6,DBO2.1,30.201,64.67016667,-169.9203333,0.1657,0.1643,32.1747,32.1693
E1135.SKQ2021,E1135.SKQ2021,11/15/2021,12:20,29,12,DBO2.1,10.459,64.67016667,-169.9203333,-0.4152,-0.414,32.0262,32.0219
E1136.SKQ2021,E1136.SKQ2021,11/15/2021,15:44,30,3,DBO2.2,40.943,64.68033333,-169.1006667,-0.736,-0.7367,32.1936,32.1859
E1137.SKQ2021,E1137.SKQ2021,11/15/2021,15:44,30,6,DBO2.2,30.198,64.68033333,-169.1006667,-0.9638,-0.9647,32.1278,32.1219
E1138.SKQ2021,E1138.SKQ2021,11/15/2021,15:44,30,12,DBO2.2,10.022,64.68033333,-169.1006667,-0.9565,-0.9574,32.1302,32.1257
E1139.SKQ2021,E1139.SKQ2021,11/15/2021,22:03,32,3,DBO2.5,44.387,64.98983333,-169.1401667,-0.4231,-0.4245,32.1385,32.1288
E1140.SKQ2021,E1140.SKQ2021,11/15/2021,22:03,32,6,DBO2.5,30.409,64.98983333,-169.1401667,-0.4577,-0.4554,32.1072,32.1014
E1141.SKQ2021,E1141.SKQ2021,11/15/2021,22:03,32,12,DBO2.5,10.457,64.98983333,-169.1401667,-1.0062,-1.0068,31.9925,31.987
E1142.SKQ2021,E1142.SKQ2021,11/16/2021,1:31,33,3,DBO2.4,44.181,64.9585,-169.88,-0.6798,-0.681,31.8136,31.8071
E1143.SKQ2021,E1143.SKQ2021,11/16/2021,1:31,33,6,DBO2.4,30.422,64.9585,-169.88,-0.6973,-0.698,31.7915,31.7868
E1144.SKQ2021,E1144.SKQ2021,11/16/2021,1:31,33,12,DBO2.4,10.269,64.9585,-169.88,-0.7583,-0.7604,31.7609,31.7563
E1145.SKQ2021,E1145.SKQ2021,11/16/2021,7:31,34,3,DBO2.3,33.741,64.66983333,-168.2358333,0.2905,0.2891,32.0655,32.0595
E1146.SKQ2021,E1146.SKQ2021,11/16/2021,7:31,34,9,DBO2.3,10.198,64.66983333,-168.2358333,0.2878,0.2871,32.0632,32.0586
,,,,,,,,,,,,,
