"","qseqid","species","seq_percID","top_perc","diff","taxonomic_level","taxon","genus","family","order","class","phylum","kingdom"
"181","ASV_1170","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"182","ASV_1174","Oncorhynchus nerka",99.412,99.412,0,"species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"183","ASV_1185","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"184","ASV_1189","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"185","ASV_1210","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"186","ASV_1211","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"187","ASV_1214","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"188","ASV_1221","Oncorhynchus nerka",100,100,0,"species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"189","ASV_1223","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"190","ASV_1225","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"191","ASV_1230","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"192","ASV_1232","Oncorhynchus kisutch",98.235,98.235,0,"species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"193","ASV_1233","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"194","ASV_1234","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"195","ASV_1242","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"196","ASV_1243","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"197","ASV_1245","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"198","ASV_1254","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"199","ASV_1255","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"200","ASV_1256","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"201","ASV_1258","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"202","ASV_1262","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"203","ASV_1263","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"204","ASV_1270","Oncorhynchus nerka",99.412,99.412,0,"species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"205","ASV_1271","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"206","ASV_1272","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"207","ASV_1273","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"208","ASV_1275","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"209","ASV_1276","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"210","ASV_1279","Oncorhynchus gorbuscha",98.824,98.824,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"211","ASV_1286","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"212","ASV_1288","Oncorhynchus tshawytscha",98.824,98.824,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"213","ASV_1289","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"214","ASV_1303","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"215","ASV_1306","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"216","ASV_1315","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"217","ASV_1319","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"218","ASV_1320","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"219","ASV_1324","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"220","ASV_1330","Oncorhynchus kisutch",99.412,99.412,0,"species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"221","ASV_1331","Oncorhynchus kisutch",99.412,99.412,0,"species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"222","ASV_1336","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"223","ASV_1343","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"224","ASV_1345","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"225","ASV_1348","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"226","ASV_1364","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"227","ASV_1365","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"228","ASV_1366","Oncorhynchus kisutch",99.412,99.412,0,"species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"229","ASV_1368","Oncorhynchus kisutch",100,100,0,"species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"230","ASV_1386","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"231","ASV_1387","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"232","ASV_1388","Oncorhynchus tshawytscha",98.824,98.824,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"233","ASV_1390","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"234","ASV_1391","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"235","ASV_1393","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"236","ASV_1405","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"237","ASV_1426","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"238","ASV_1435","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"239","ASV_1437","Oncorhynchus gorbuscha",100,100,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"240","ASV_1442","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"241","ASV_1447","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"242","ASV_1449","Oncorhynchus tshawytscha",98.824,98.824,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"243","ASV_1458","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"244","ASV_1464","Oncorhynchus nerka",100,100,0,"species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"245","ASV_1470","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"246","ASV_1473","Oncorhynchus nerka",99.412,99.412,0,"species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"247","ASV_1475","Oncorhynchus nerka",100,100,0,"species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"248","ASV_1483","Oncorhynchus tshawytscha",99.412,99.412,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"249","ASV_1494","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"250","ASV_1496","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"251","ASV_1500","Oncorhynchus tshawytscha",98.824,98.824,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"252","ASV_1519","Oncorhynchus gorbuscha",99.412,99.412,0,"species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"253","ASV_1534","Oncorhynchus kisutch",99.412,99.412,0,"species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"254","ASV_1539","Oncorhynchus kisutch",98.235,98.235,0,"species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"255","ASV_1541","Oncorhynchus kisutch",99.412,99.412,0,"species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"256","ASV_1550","Oncorhynchus keta",98.817,98.817,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"257","ASV_1551","Oncorhynchus tshawytscha",98.824,98.824,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"258","ASV_1570","Oncorhynchus nerka",99.405,99.405,0,"species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"259","ASV_1571","Oncorhynchus keta",100,100,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"260","ASV_1575","Oncorhynchus keta",99.408,99.408,0,"species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"261","ASV_1578","Oncorhynchus tshawytscha",100,100,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"262","ASV_1580","Oncorhynchus kisutch",98.824,98.824,0,"species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"263","ASV_1585","Oncorhynchus tshawytscha",98.235,98.235,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"264","ASV_1597","Oncorhynchus nerka",99.412,99.412,0,"species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"265","ASV_1599","Oncorhynchus tshawytscha",98.824,98.824,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"266","ASV_1634","Oncorhynchus kisutch",99.405,99.405,0,"species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"267","ASV_1655","Oncorhynchus tshawytscha",98.824,98.824,0,"species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"268","ASV_1657","Oncorhynchus nerka",99.412,99.412,0,"species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"269","ASV_1702","Oncorhynchus nerka",99.412,99.412,0,"species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"270","ASV_1715","Oncorhynchus mykiss",100,100,0,"species","Oncorhynchus mykiss","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"271","ASV_0021","Oncorhynchus keta",99.412,99.412,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"272","ASV_0021","Oncorhynchus nerka",99.412,99.412,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"273","ASV_0038","Oncorhynchus gorbuscha",99.412,99.412,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"274","ASV_0038","Oncorhynchus nerka",99.408,99.412,0.00400000000000489,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"275","ASV_0062","Oncorhynchus kisutch",99.412,99.412,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"276","ASV_0062","Oncorhynchus keta",99.408,99.412,0.00400000000000489,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"277","ASV_0099","Oncorhynchus keta",99.412,99.412,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"278","ASV_0099","Oncorhynchus kisutch",99.412,99.412,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"279","ASV_0239","Oncorhynchus keta",99.408,99.408,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"280","ASV_0239","Oncorhynchus nerka",99.408,99.408,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"281","ASV_0555","Oncorhynchus kisutch",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"282","ASV_0555","Oncorhynchus keta",98.817,98.824,0.007000000000005,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"283","ASV_0703","Oncorhynchus kisutch",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"284","ASV_0703","Oncorhynchus keta",98.817,98.824,0.007000000000005,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"285","ASV_0707","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"286","ASV_0707","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"287","ASV_0790","Oncorhynchus gorbuscha",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"288","ASV_0790","Oncorhynchus nerka",98.817,98.824,0.007000000000005,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"289","ASV_0851","Oncorhynchus keta",99.408,99.408,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"290","ASV_0851","Oncorhynchus mykiss",99.408,99.408,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"291","ASV_0890","Oncorhynchus gorbuscha",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"292","ASV_0890","Oncorhynchus nerka",98.817,98.824,0.007000000000005,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"293","ASV_0893","Oncorhynchus keta",98.817,98.817,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"294","ASV_0893","Oncorhynchus mykiss",98.817,98.817,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"295","ASV_0972","Oncorhynchus gorbuscha",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"296","ASV_0972","Oncorhynchus nerka",98.817,98.824,0.007000000000005,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"297","ASV_0977","Oncorhynchus kisutch",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"298","ASV_0977","Oncorhynchus keta",98.817,98.824,0.007000000000005,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"299","ASV_0997","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"300","ASV_0997","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"301","ASV_1015","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"302","ASV_1015","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"303","ASV_1058","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"304","ASV_1058","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"305","ASV_1069","Oncorhynchus gorbuscha",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"306","ASV_1069","Oncorhynchus nerka",98.817,98.824,0.007000000000005,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"307","ASV_1119","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"308","ASV_1119","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"309","ASV_1163","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"310","ASV_1163","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"311","ASV_1298","Oncorhynchus gorbuscha",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"312","ASV_1298","Oncorhynchus nerka",98.817,98.824,0.007000000000005,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"313","ASV_1304","Oncorhynchus gorbuscha",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"314","ASV_1304","Oncorhynchus mykiss",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"315","ASV_1350","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"316","ASV_1350","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"317","ASV_1415","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"318","ASV_1415","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"319","ASV_1537","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"320","ASV_1537","Oncorhynchus kisutch",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"321","ASV_1560","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"322","ASV_1560","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"323","ASV_1653","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"324","ASV_1653","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
